model_name,model_type,input_size,total_params,analysis,num_transformer_layers,num_normalizations,num_skip_connections,num_convolutional_layers,num_dense_layers,final_receptive_field_size,num_strides,num_max_pools,pretrain_dataset,results-imagenet,results-sketch,results-imagenetv2-matched-frequency,results-imagenet-r,results-imagenet-a
vit_large_r50_s32_224.augreg_in21k_ft_in1k,Hybrid CNN-Transformer,224,328889512,"{'model_type': 'Hybrid CNN-Transformer', 'num_layers': 285, 'num_normalizations': 61, 'num_skip_connections': 12, 'num_convolutional_layers': 30, 'num_transformer_layers': 24, 'num_dense_layers': 50, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 1, 'num_parameters': 104864528}",24,61,12,30,50,-1.0,0.0,1.0,vit_large_r50_s32_224,84.432,48.211,74.26,58.693,41.613
vit_large_r50_s32_384.augreg_in21k_ft_in1k,Hybrid CNN-Transformer,384,328889512,"{'model_type': 'Hybrid CNN-Transformer', 'num_layers': 287, 'num_normalizations': 84, 'num_skip_connections': 36, 'num_convolutional_layers': 25, 'num_transformer_layers': 24, 'num_dense_layers': 51, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 1, 'num_parameters': 122154720}",24,84,36,25,51,,,1.0,vit_large_r50_s32_384,86.184,52.039,76.9,64.18,61.187
vit_little_patch16_reg1_gap_256.sbb_in12k,ViT,256,25906349,"{'model_type': 'ViT', 'num_layers': 17, 'num_normalizations': 32, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 14, 'num_dense_layers': 29, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 17889285}",14,32,0,1,29,0.0,0.0,0.0,vit_little_patch16_reg1_gap_256,,,,,
vit_little_patch16_reg1_gap_256.sbb_in12k_ft_in1k,ViT,256,22432808,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 3, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 14, 'num_dense_layers': 29, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 11077880}",14,3,0,1,29,0.0,0.0,0.0,vit_little_patch16_reg1_gap_256,83.802,38.47,74.12,50.7,39.693
vit_little_patch16_reg4_gap_256.sbb_in1k,ViT,256,22432808,"{'model_type': 'ViT', 'num_layers': 15, 'num_normalizations': 31, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 14, 'num_dense_layers': 29, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 11832584}",14,31,0,1,29,0.0,0.0,0.0,vit_little_patch16_reg4_gap_256,82.514,36.375,71.88,47.743,28.787
vit_medium_patch16_clip_224.tinyclip_yfcc15m,ViT,224,38486528,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 22626640}",12,26,0,1,25,1.0,0.0,0.0,vit_medium_patch16_clip_224,,,,,
vit_medium_patch16_gap_240.sw_in12k,ViT,240,44281389,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 14, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 32157837}",12,14,0,1,25,1.0,0.0,0.0,vit_medium_patch16_gap_240,,,,,
vit_medium_patch16_gap_256.sw_in12k_ft_in1k,ViT,256,38730216,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 14, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 239267912}",12,14,0,1,25,0.0,0.0,0.0,vit_medium_patch16_gap_256,84.45,40.29,74.56,53.597,42.413
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,ViT,384,38730216,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 14, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 3, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 211730080}",12,14,0,1,3,0.0,0.0,0.0,vit_medium_patch16_gap_384,85.554,41.907,75.71,55.73,53.84
vit_medium_patch16_reg1_gap_256.sbb_in1k,ViT,256,38748648,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 14, 'num_skip_connections': 24, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 141465480}",12,14,24,1,25,0.0,0.0,0.0,vit_medium_patch16_reg1_gap_256,83.458,36.318,73.02,48.953,34.573
vit_medium_patch16_reg4_gap_256.sbb_in1k,ViT,256,38748648,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 14, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 216615432}",12,14,0,1,26,-1.0,0.0,0.0,vit_medium_patch16_reg4_gap_256,83.468,37.146,73.17,50.057,34.04
vit_medium_patch16_reg4_gap_256.sbb_in12k,Vision Transformer,256,44299821,"{'model_type': 'Vision Transformer', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 34348277}",12,26,0,1,25,-1.0,0.0,0.0,vit_medium_patch16_reg4_gap_256,,,,,
vit_medium_patch16_reg4_gap_256.sbb_in12k_ft_in1k,Vision Transformer (ViT),256,38748648,"{'model_type': 'Vision Transformer (ViT)', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': None, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 246780888}",12,26,0,1,26,,0.0,0.0,vit_medium_patch16_reg4_gap_256,84.944,42.728,75.29,55.97,46.133
vit_medium_patch16_rope_reg1_gap_256.sbb_in1k,Vision Transformer,256,38717928,"{'model_type': 'Vision Transformer', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 21066072}",12,26,0,1,26,-1.0,0.0,0.0,vit_medium_patch16_rope_reg1_gap_256,83.812,38.543,73.77,51.353,36.947
vit_medium_patch32_clip_224.tinyclip_laion400m,Vision Transformer (ViT),224,39666176,"{'model_type': 'Vision Transformer (ViT)', 'num_layers': 15, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 25450496}",12,26,0,1,25,0.0,0.0,0.0,vit_medium_patch32_clip_224,,,,,
vit_mediumd_patch16_reg4_gap_256.sbb2_e200_in12k,ViT,256,69527085,"{'model_type': 'ViT', 'num_layers': 20, 'num_normalizations': 43, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 20, 'num_dense_layers': 42, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 47498133}",20,43,0,1,42,0.0,0.0,0.0,vit_mediumd_patch16_reg4_gap_256,,,,,
vit_mediumd_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,ViT,256,63975912,"{'model_type': 'ViT', 'num_layers': 23, 'num_normalizations': 43, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 20, 'num_dense_layers': 42, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 281092280}",20,43,0,1,42,-1.0,0.0,0.0,vit_mediumd_patch16_reg4_gap_256,86.604,49.543,77.14,63.297,60.867
vit_mediumd_patch16_reg4_gap_256.sbb_in12k,ViT,256,69527085,"{'model_type': 'ViT', 'num_layers': 22, 'num_normalizations': 23, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 20, 'num_dense_layers': 41, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 440564557}",20,23,0,1,41,0.0,0.0,0.0,vit_mediumd_patch16_reg4_gap_256,,,,,
vit_mediumd_patch16_reg4_gap_256.sbb_in12k_ft_in1k,ViT,256,63975912,"{'model_type': 'ViT', 'num_layers': 22, 'num_normalizations': 22, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 20, 'num_dense_layers': 42, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 271428648}",20,22,0,1,42,0.0,0.0,0.0,vit_mediumd_patch16_reg4_gap_256,86.208,48.014,77.19,61.487,58.027
vit_mediumd_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k,ViT,384,63975912,"{'model_type': 'ViT', 'num_layers': 22, 'num_normalizations': 22, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 20, 'num_dense_layers': 41, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 25000000}",20,22,0,1,41,-1.0,0.0,0.0,vit_mediumd_patch16_reg4_gap_384,87.436,50.095,78.16,65.25,70.627
vit_mediumd_patch16_rope_reg1_gap_256.sbb_in1k,Vision Transformer,256,63924712,"{'model_type': 'Vision Transformer', 'num_layers': 22, 'num_normalizations': 22, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 20, 'num_dense_layers': 42, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 290107848}",20,22,0,1,42,1.0,0.0,0.0,vit_mediumd_patch16_rope_reg1_gap_256,84.322,39.796,74.55,52.33,41.427
vit_pwee_patch16_reg1_gap_256.sbb_in1k,Vision Transformer (ViT),256,15187688,"{'model_type': 'Vision Transformer (ViT)', 'num_layers': 18, 'num_normalizations': 18, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 16, 'num_dense_layers': 2, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 92144104}",16,18,0,1,2,0.0,0.0,0.0,vit_pwee_patch16_reg1_gap_256,80.078,31.219,69.42,43.84,20.56
vit_relpos_base_patch16_224.sw_in1k,Vision Transformer (ViT),224,86429560,"{'model_type': 'Vision Transformer (ViT)', 'num_layers': 15, 'num_normalizations': 27, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 40260616}",12,27,0,1,26,0.0,0.0,0.0,vit_relpos_base_patch16_224,82.476,34.624,71.62,47.893,26.787
vit_relpos_base_patch16_clsgap_224.sw_in1k,Vision Transformer (ViT),224,86429560,"{'model_type': 'Vision Transformer (ViT)', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 420536040}",12,26,0,1,26,1.0,0.0,0.0,vit_relpos_base_patch16_clsgap_224,82.762,34.717,71.67,47.733,29.36
vit_relpos_base_patch32_plus_rpn_256.sw_in1k,Vision Transformer,256,119423760,"{'model_type': 'Vision Transformer', 'num_layers': 14, 'num_normalizations': 25, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 59982480}",12,25,0,1,26,0.0,0.0,0.0,vit_relpos_base_patch32_plus_rpn_256,79.496,30.221,67.21,43.147,15.027
vit_relpos_medium_patch16_224.sw_in1k,ViT,224,38747208,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 216489448}",12,26,0,1,26,0.0,0.0,0.0,vit_relpos_medium_patch16_224,82.466,33.504,71.22,45.943,28.48
vit_relpos_medium_patch16_cls_224.sw_in1k,Vision Transformer (ViT),224,38764104,"{'model_type': 'Vision Transformer (ViT)', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 166714536}",12,26,0,1,26,0.0,0.0,0.0,vit_relpos_medium_patch16_cls_224,82.572,35.727,72.11,47.637,28.733
vit_relpos_medium_patch16_rpn_224.sw_in1k,Vision Transformer (ViT),224,38734920,"{'model_type': 'Vision Transformer (ViT)', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 285224328}",12,26,0,1,26,-1.0,0.0,0.0,vit_relpos_medium_patch16_rpn_224,82.308,33.103,71.05,45.723,25.267
vit_relpos_small_patch16_224.sw_in1k,ViT,224,21983920,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 112922880}",12,26,0,1,26,0.0,0.0,0.0,vit_relpos_small_patch16_224,81.476,31.775,70.49,44.54,23.907
vit_small_patch8_224.dino,ViT,224,21368448,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 24, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 108263936}",12,26,0,1,24,-1.0,0.0,0.0,vit_small_patch8_224,,,,,
vit_small_patch14_dinov2.lvd142m,ViT,518,21529728,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 25, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 24, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 112356864}",12,25,0,1,24,0.0,0.0,0.0,vit_small_patch14_dinov2,,,,,
vit_small_patch14_reg4_dinov2.lvd142m,ViT,518,21529728,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 25, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 24, 'final_receptive_field_size': None, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 121372032}",12,25,0,1,24,,0.0,0.0,vit_small_patch14_reg4_dinov2,,,,,
vit_small_patch16_224.augreg_in1k,ViT,224,21974632,"{'model_type': 'ViT', 'num_layers': 15, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 122962248}",12,26,0,1,25,0.0,0.0,0.0,vit_small_patch16_224,78.842,25.956,66.57,37.13,13.067
vit_small_patch16_224.augreg_in21k,ViT,224,29999187,"{'model_type': 'ViT', 'num_layers': 15, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 23566003}",12,26,0,1,25,0.0,0.0,0.0,vit_small_patch16_224,,,,,
vit_small_patch16_224.augreg_in21k_ft_in1k,ViT,224,21974632,"{'model_type': 'ViT', 'num_layers': 15, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 128258888}",12,26,0,1,26,0.0,0.0,0.0,vit_small_patch16_224,81.414,32.895,70.66,46.027,26.813
vit_small_patch16_224.dino,ViT,224,21589632,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 24, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 116752352}",12,26,0,1,24,0.0,0.0,0.0,vit_small_patch16_224,,,,,
vit_small_patch16_384.augreg_in1k,ViT,384,21974632,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 11219688}",12,26,0,1,26,0.0,0.0,0.0,vit_small_patch16_384,81.134,27.348,69.17,39.523,25.413
vit_small_patch16_384.augreg_in21k_ft_in1k,ViT,384,21974632,"{'model_type': 'ViT', 'num_layers': 15, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 10573368}",12,26,0,1,26,0.0,0.0,0.0,vit_small_patch16_384,83.804,35.511,73.16,50.16,45.36
vit_small_patch32_224.augreg_in21k,ViT,224,30883923,"{'model_type': 'ViT', 'num_layers': 16, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 32239059}",12,26,0,1,25,-1.0,-1.0,0.0,vit_small_patch32_224,,,,,
vit_small_patch32_224.augreg_in21k_ft_in1k,ViT,224,22859368,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 16776648}",12,26,0,1,26,0.0,0.0,0.0,vit_small_patch32_224,75.996,26.171,63.91,39.757,11.587
vit_small_patch32_384.augreg_in21k_ft_in1k,ViT,384,22859368,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 19204872}",12,26,0,1,26,0.0,0.0,0.0,vit_small_patch32_384,80.482,28.926,68.93,43.187,23.56
vit_small_r26_s32_224.augreg_in21k,Hybrid CNN + Transformer,224,44406035,"{'model_type': 'Hybrid CNN + Transformer', 'num_layers': 128, 'num_normalizations': 61, 'num_skip_connections': 0, 'num_convolutional_layers': 29, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 1, 'num_parameters': 41322163}",12,61,0,29,25,-1.0,-1.0,1.0,vit_small_r26_s32_224,,,,,
vit_small_r26_s32_224.augreg_in21k_ft_in1k,CNN + ViT,224,36381480,"{'model_type': 'CNN + ViT', 'num_layers': 123, 'num_normalizations': 73, 'num_skip_connections': 24, 'num_convolutional_layers': 28, 'num_transformer_layers': 12, 'num_dense_layers': 27, 'final_receptive_field_size': None, 'num_strides': 0, 'num_max_pools': 1, 'num_parameters': 20009584}",12,73,24,28,27,,0.0,1.0,vit_small_r26_s32_224,81.844,37.25,70.56,48.423,23.933
vit_small_r26_s32_384.augreg_in21k_ft_in1k,CNN+Transformer,384,36381480,"{'model_type': 'CNN+Transformer', 'num_layers': 106, 'num_normalizations': 48, 'num_skip_connections': 16, 'num_convolutional_layers': 27, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 1, 'num_parameters': 23008000}",12,48,16,27,26,0.0,0.0,1.0,vit_small_r26_s32_384,84.074,40.474,73.91,54.097,45.227
vit_so400m_patch14_siglip_224.webli,ViT,224,427384640,"{'model_type': 'ViT', 'num_layers': 27, 'num_normalizations': 31, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 205464944}",27,31,0,1,56,1.0,0.0,0.0,vit_so400m_patch14_siglip_224,,,,,
vit_so400m_patch14_siglip_378.webli,ViT,378,427384640,"{'model_type': 'ViT', 'num_layers': 28, 'num_normalizations': 30, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 207488712}",27,30,0,1,56,0.0,0.0,0.0,vit_so400m_patch14_siglip_378,,,,,
vit_so400m_patch14_siglip_378.webli_ft_in1k,ViT,378,428537640,"{'model_type': 'ViT', 'num_layers': 28, 'num_normalizations': 30, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 163666376}",27,30,0,1,56,-1.0,0.0,0.0,vit_so400m_patch14_siglip_378,,,,,
vit_so400m_patch14_siglip_384.webli,ViT,384,427384640,"{'model_type': 'ViT', 'num_layers': 27, 'num_normalizations': 30, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 174485408}",27,30,0,1,56,-1.0,0.0,0.0,vit_so400m_patch14_siglip_384,,,,,
vit_so400m_patch14_siglip_gap_224.pali_mix,ViT,224,412147440,"{'model_type': 'ViT', 'num_layers': 28, 'num_normalizations': 29, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 181161120}",27,29,0,1,56,0.0,0.0,0.0,vit_so400m_patch14_siglip_gap_224,,,,,
vit_so400m_patch14_siglip_gap_224.pali_pt,ViT,224,412147440,"{'model_type': 'ViT', 'num_layers': 28, 'num_normalizations': 28, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 54, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 154440216}",27,28,0,1,54,0.0,0.0,0.0,vit_so400m_patch14_siglip_gap_224,,,,,
vit_so400m_patch14_siglip_gap_224.webli,ViT,224,412147440,"{'model_type': 'ViT', 'num_layers': 28, 'num_normalizations': 29, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 151757200}",27,29,0,1,56,0.0,0.0,0.0,vit_so400m_patch14_siglip_gap_224,,,,,
vit_so400m_patch14_siglip_gap_378.webli,ViT,378,412147440,"{'model_type': 'ViT', 'num_layers': 28, 'num_normalizations': 28, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 178909320}",27,28,0,1,56,0.0,0.0,0.0,vit_so400m_patch14_siglip_gap_378,,,,,
vit_so400m_patch14_siglip_gap_378.webli_ft_in1k,ViT,378,413300440,"{'model_type': 'ViT', 'num_layers': 28, 'num_normalizations': 28, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 147343624}",27,28,0,1,56,0.0,0.0,0.0,vit_so400m_patch14_siglip_gap_378,,,,,
vit_so400m_patch14_siglip_gap_384.webli,ViT,384,412147440,"{'model_type': 'ViT', 'num_layers': 28, 'num_normalizations': 29, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 159355680}",27,29,0,1,56,0.0,0.0,0.0,vit_so400m_patch14_siglip_gap_384,,,,,
vit_so400m_patch14_siglip_gap_448.pali_mix,ViT,448,412147440,"{'model_type': 'ViT', 'num_layers': 29, 'num_normalizations': 28, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 168257024}",27,28,0,1,56,0.0,0.0,0.0,vit_so400m_patch14_siglip_gap_448,,,,,
vit_so400m_patch14_siglip_gap_448.pali_pt,ViT,448,412147440,"{'model_type': 'ViT', 'num_layers': 28, 'num_normalizations': 29, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 153712800}",27,29,0,1,56,0.0,0.0,0.0,vit_so400m_patch14_siglip_gap_448,,,,,
vit_so400m_patch14_siglip_gap_896.pali_pt,ViT,896,412147440,"{'model_type': 'ViT', 'num_layers': 28, 'num_normalizations': 29, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 159983784}",27,29,0,1,56,0.0,0.0,0.0,vit_so400m_patch14_siglip_gap_896,,,,,
vit_so400m_patch16_siglip_256.webli_i18n,ViT,256,427592000,"{'model_type': 'ViT', 'num_layers': 27, 'num_normalizations': 30, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 56, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 172303312}",27,30,0,1,56,-1.0,0.0,0.0,vit_so400m_patch16_siglip_256,,,,,
vit_so400m_patch16_siglip_gap_256.webli_i18n,ViT,256,412354800,"{'model_type': 'ViT', 'num_layers': 28, 'num_normalizations': 28, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 27, 'num_dense_layers': 54, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 249784840}",27,28,0,1,54,-1.0,0.0,0.0,vit_so400m_patch16_siglip_gap_256,,,,,
